longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-119.03,35.34,34.0,2221.0,436.0,1131.0,408.0,3.0486,68500.0
-119.03,35.33,21.0,3057.0,698.0,1627.0,680.0,2.7083,84700.0
-119.03,35.32,12.0,2721.0,549.0,1294.0,523.0,2.5575,100200.0
-119.03,35.3,10.0,829.0,146.0,447.0,173.0,4.1484,102900.0
-119.03,34.25,25.0,3344.0,502.0,1483.0,496.0,6.196,340600.0
-119.03,34.24,25.0,3655.0,545.0,1776.0,544.0,5.687,238100.0
-119.03,34.23,21.0,3284.0,487.0,1832.0,521.0,5.2773,250800.0
-119.03,34.22,24.0,3421.0,656.0,2220.0,645.0,4.7831,214200.0
-119.04,36.09,15.0,2288.0,401.0,1238.0,429.0,3.0278,77400.0
-119.04,36.07,26.0,2185.0,435.0,1108.0,419.0,2.2277,78000.0
-119.04,36.07,17.0,2623.0,659.0,1912.0,618.0,1.5893,52000.0
-119.04,35.95,25.0,1009.0,246.0,994.0,222.0,1.8462,55800.0
-119.04,35.42,47.0,1691.0,402.0,913.0,358.0,1.8403,54700.0
-119.04,35.41,25.0,1577.0,310.0,844.0,309.0,3.0625,69400.0
-119.04,35.41,20.0,3268.0,833.0,1622.0,758.0,1.3587,67500.0
-119.04,35.37,46.0,1637.0,338.0,714.0,297.0,2.1818,75300.0
-119.04,35.37,44.0,1618.0,310.0,667.0,300.0,2.875,82700.0
-119.04,35.36,40.0,1533.0,312.0,771.0,306.0,3.0435,69500.0
-119.04,35.35,31.0,1607.0,336.0,817.0,307.0,2.5644,73000.0
-119.04,35.35,27.0,4590.0,897.0,2212.0,894.0,3.1753,85000.0
-119.04,35.32,20.0,37.0,11.0,34.0,8.0,1.2,50000.0
-119.04,34.34,35.0,462.0,90.0,334.0,96.0,5.3582,281300.0
-119.04,34.28,21.0,1856.0,276.0,863.0,255.0,4.5833,500001.0
-119.04,34.24,20.0,7794.0,1192.0,4169.0,1188.0,5.9316,311900.0
-119.04,34.23,21.0,9807.0,1614.0,4199.0,1554.0,5.0145,246600.0
-119.05,36.09,9.0,3297.0,568.0,1749.0,568.0,4.0217,99200.0
-119.05,36.07,21.0,2472.0,523.0,1238.0,504.0,1.7756,62900.0
-119.05,35.42,41.0,1992.0,421.0,1006.0,419.0,2.8393,57000.0
-119.05,35.42,35.0,2353.0,483.0,1368.0,455.0,2.325,63200.0
-119.05,35.4,18.0,1894.0,319.0,846.0,317.0,3.8611,126400.0
-119.05,35.36,30.0,4635.0,800.0,2307.0,754.0,3.6548,84700.0
-119.05,35.36,16.0,4507.0,1049.0,2261.0,959.0,3.3261,118400.0
-119.05,35.33,18.0,12707.0,2685.0,7009.0,2552.0,2.9438,87200.0
-119.05,35.3,9.0,10822.0,1994.0,6241.0,1906.0,4.0631,88200.0
-119.05,34.4,50.0,1236.0,282.0,1079.0,257.0,2.6991,181300.0
-119.05,34.36,22.0,1815.0,506.0,2428.0,473.0,2.8417,162500.0
-119.05,34.21,27.0,4357.0,926.0,2110.0,876.0,3.0119,218200.0
-119.05,34.19,39.0,143.0,36.0,113.0,33.0,2.8942,275000.0
-119.05,34.13,12.0,57.0,22.0,69.0,15.0,5.0066,275000.0
-119.06,36.15,25.0,2402.0,478.0,1527.0,461.0,2.3194,52900.0
-119.06,36.15,20.0,1282.0,273.0,852.0,247.0,1.6354,49000.0
-119.06,36.09,11.0,2572.0,454.0,1402.0,415.0,3.6786,72900.0
-119.06,36.07,20.0,2683.0,553.0,1497.0,548.0,1.7031,64600.0
-119.06,35.94,18.0,3501.0,721.0,2009.0,660.0,2.6576,65700.0
-119.06,35.36,9.0,1228.0,234.0,409.0,212.0,4.3482,95200.0
-119.06,35.35,20.0,9351.0,2139.0,4584.0,1953.0,2.575,69900.0
-119.06,35.32,15.0,3944.0,746.0,2355.0,757.0,3.569,70700.0
-119.06,34.62,10.0,416.0,110.0,436.0,70.0,2.2222,262500.0
-119.06,34.36,52.0,1409.0,359.0,981.0,304.0,2.7951,199300.0
-119.06,34.36,48.0,1459.0,324.0,902.0,350.0,2.4185,189900.0
-119.06,34.35,34.0,2426.0,646.0,2116.0,631.0,2.0682,158300.0
-119.06,34.24,21.0,7436.0,984.0,2982.0,988.0,7.6775,391200.0
-119.06,34.23,29.0,3511.0,632.0,2591.0,596.0,3.0219,221700.0
-119.06,34.23,23.0,3471.0,510.0,2002.0,555.0,5.2742,257500.0
-119.06,34.22,13.0,4175.0,1321.0,2257.0,1271.0,3.1446,177100.0
-119.07,37.8,12.0,1736.0,352.0,330.0,123.0,3.5294,160700.0
-119.07,36.08,5.0,2693.0,508.0,1785.0,491.0,3.0,71000.0
-119.07,36.07,11.0,2265.0,382.0,1285.0,387.0,3.2042,76200.0
-119.07,35.42,19.0,3889.0,832.0,1872.0,731.0,2.6812,107600.0
-119.07,35.36,19.0,5254.0,894.0,2155.0,831.0,4.6705,110700.0
-119.07,35.35,24.0,4119.0,865.0,1294.0,879.0,2.4123,86200.0
-119.07,35.34,16.0,4201.0,786.0,1667.0,724.0,4.8839,134100.0
-119.07,35.33,13.0,9027.0,1901.0,4870.0,1797.0,3.406,100700.0
-119.07,35.27,25.0,3081.0,635.0,1830.0,591.0,2.5804,97900.0
-119.08,37.78,17.0,1631.0,335.0,285.0,128.0,2.7656,130000.0
-119.08,36.22,28.0,1606.0,320.0,1158.0,317.0,3.0324,55600.0
-119.08,36.21,20.0,1911.0,389.0,1241.0,348.0,2.5156,59300.0
-119.08,36.13,21.0,2271.0,376.0,1145.0,372.0,3.1528,113700.0
-119.08,36.09,25.0,1880.0,339.0,1003.0,315.0,2.7298,103400.0
-119.08,36.02,26.0,1748.0,346.0,891.0,303.0,1.9439,62100.0
-119.08,35.42,10.0,4159.0,608.0,2089.0,591.0,5.5261,132000.0
-119.08,35.39,10.0,6435.0,1040.0,3242.0,1030.0,5.575,132200.0
-119.08,35.36,12.0,6442.0,1116.0,2966.0,1092.0,4.5791,123400.0
-119.08,35.35,20.0,892.0,129.0,331.0,135.0,7.1837,176300.0
-119.08,35.34,18.0,4070.0,512.0,1580.0,540.0,10.5941,245800.0
-119.08,35.34,16.0,1535.0,238.0,768.0,236.0,5.4449,118500.0
-119.08,35.34,15.0,1474.0,235.0,768.0,238.0,4.1528,130100.0
-119.08,35.32,8.0,11609.0,2141.0,5696.0,2100.0,5.0012,106300.0
-119.08,34.34,23.0,3065.0,723.0,2042.0,698.0,2.7593,194800.0
-119.09,36.42,17.0,877.0,219.0,966.0,218.0,2.0,52500.0
-119.09,36.42,15.0,1517.0,361.0,1275.0,343.0,1.5875,55800.0
-119.09,36.35,21.0,3146.0,595.0,1580.0,513.0,2.7857,92700.0
-119.09,36.22,34.0,1715.0,290.0,780.0,297.0,3.4306,74300.0
-119.09,36.21,43.0,1335.0,280.0,943.0,288.0,1.9861,47700.0
-119.09,36.21,38.0,1901.0,453.0,1613.0,400.0,1.8828,44600.0
-119.09,35.43,28.0,254.0,35.0,118.0,37.0,4.8571,237500.0
-119.09,35.35,14.0,2113.0,256.0,842.0,265.0,8.5325,224100.0
-119.09,35.33,9.0,7085.0,1148.0,3084.0,1052.0,4.997,142900.0
-119.09,34.35,20.0,4725.0,881.0,2823.0,869.0,4.0122,214800.0
-119.09,34.22,8.0,40.0,10.0,309.0,16.0,4.0208,52500.0
-119.1,36.42,26.0,1775.0,416.0,1217.0,383.0,1.8801,57600.0
-119.1,36.4,31.0,1533.0,361.0,1518.0,386.0,1.5608,51700.0
-119.1,36.4,23.0,1885.0,363.0,1056.0,338.0,3.2159,92800.0
-119.1,36.21,38.0,727.0,173.0,559.0,176.0,2.4653,49500.0
-119.1,36.19,17.0,1564.0,396.0,713.0,362.0,1.6186,77100.0
-119.1,35.79,19.0,1809.0,477.0,2051.0,416.0,1.8144,49800.0
-119.1,35.35,5.0,4597.0,1071.0,1916.0,870.0,4.0327,131000.0
-119.1,35.33,4.0,6640.0,898.0,3121.0,902.0,6.759,170300.0
-119.1,34.31,21.0,2424.0,527.0,1379.0,484.0,2.6786,184000.0
-119.11,36.29,18.0,1666.0,294.0,859.0,301.0,2.6065,93800.0
-119.11,36.21,10.0,1972.0,455.0,1469.0,442.0,1.5407,58400.0
-119.11,35.42,52.0,154.0,28.0,37.0,16.0,10.0263,200000.0
-119.11,35.38,37.0,2044.0,394.0,894.0,359.0,2.9453,82800.0
-119.11,34.33,14.0,4026.0,769.0,1825.0,671.0,3.5541,191800.0
-119.11,34.17,37.0,470.0,105.0,522.0,83.0,2.0368,243800.0
-119.12,36.69,13.0,3963.0,812.0,1905.0,671.0,2.2278,90500.0
-119.12,36.54,30.0,2747.0,515.0,1368.0,453.0,2.9828,85200.0
-119.12,36.29,29.0,1638.0,323.0,942.0,322.0,2.1731,66200.0
-119.12,36.19,21.0,2645.0,464.0,1245.0,407.0,2.9145,114200.0
-119.12,36.05,27.0,1575.0,321.0,1063.0,317.0,2.1477,53900.0
-119.12,35.41,12.0,5589.0,941.0,3018.0,917.0,4.4561,96900.0
-119.12,35.39,13.0,1264.0,202.0,552.0,187.0,4.5903,94300.0
-119.12,35.38,18.0,1521.0,269.0,706.0,279.0,4.4196,121000.0
-119.12,35.37,13.0,4527.0,713.0,2170.0,671.0,4.8266,146200.0
-119.12,34.38,28.0,7200.0,1281.0,3793.0,1238.0,4.075,237900.0
-119.12,34.25,31.0,737.0,146.0,1436.0,168.0,3.5625,194100.0
-119.12,34.23,35.0,2028.0,554.0,2252.0,521.0,2.4643,182000.0
-119.13,36.3,33.0,3379.0,612.0,1565.0,618.0,2.7321,76500.0
-119.13,36.13,28.0,1673.0,385.0,1434.0,371.0,2.0586,40900.0
-119.13,35.22,5.0,6268.0,1003.0,3269.0,980.0,5.1457,118200.0
-119.13,34.19,16.0,6389.0,1330.0,6242.0,1340.0,4.0222,206800.0
-119.14,36.29,36.0,788.0,181.0,405.0,180.0,1.47,61900.0
-119.14,36.29,32.0,2084.0,482.0,1410.0,420.0,1.5321,48300.0
-119.14,35.76,30.0,735.0,137.0,421.0,113.0,2.5625,156300.0
-119.14,34.49,17.0,321.0,44.0,92.0,39.0,7.75,375000.0
-119.14,34.29,17.0,2754.0,577.0,1349.0,533.0,3.1618,154200.0
-119.14,34.28,31.0,790.0,241.0,1095.0,222.0,2.25,75000.0
-119.14,34.23,8.0,243.0,75.0,102.0,80.0,2.5714,500001.0
-119.14,34.17,16.0,1593.0,353.0,836.0,357.0,2.726,67500.0
-119.14,34.15,25.0,2202.0,390.0,1415.0,412.0,4.43,207700.0
-119.15,36.29,18.0,1435.0,257.0,657.0,254.0,2.4281,72500.0
-119.15,34.83,6.0,8733.0,1600.0,2006.0,736.0,4.5724,168400.0
-119.15,34.44,33.0,2005.0,392.0,1043.0,351.0,5.308,297900.0
-119.15,34.3,21.0,2475.0,502.0,1269.0,505.0,2.98,259200.0
-119.15,34.25,36.0,3511.0,664.0,2965.0,695.0,4.0878,186800.0
-119.15,34.2,25.0,3445.0,898.0,5558.0,894.0,3.0972,169300.0
-119.15,34.17,22.0,1612.0,334.0,1431.0,335.0,4.8125,194400.0
-119.16,36.31,7.0,2946.0,664.0,1608.0,622.0,1.6829,80200.0
-119.16,36.28,18.0,2377.0,414.0,1359.0,424.0,4.4,79300.0
-119.16,34.28,30.0,413.0,98.0,400.0,112.0,4.0,219200.0
-119.16,34.28,11.0,5330.0,1056.0,2801.0,1028.0,4.763,232700.0
-119.16,34.27,24.0,1824.0,331.0,1049.0,320.0,5.9181,221100.0
-119.16,34.23,26.0,5444.0,1293.0,3700.0,1158.0,2.7556,213200.0
-119.16,34.17,17.0,7982.0,1603.0,6437.0,1596.0,4.1279,223900.0
-119.16,34.12,17.0,224.0,70.0,147.0,71.0,3.6167,280000.0
-119.17,34.31,21.0,259.0,38.0,142.0,45.0,5.2681,500001.0
-119.17,34.27,24.0,4165.0,646.0,2194.0,658.0,6.0661,234800.0
-119.17,34.27,18.0,8010.0,1539.0,3982.0,1483.0,4.0905,236500.0
-119.17,34.26,10.0,3654.0,541.0,1638.0,551.0,6.1885,267300.0
-119.17,34.25,15.0,1329.0,282.0,1001.0,284.0,3.65,189300.0
-119.17,34.22,29.0,4188.0,816.0,2783.0,790.0,4.1949,197100.0
-119.17,34.21,33.0,1039.0,256.0,1432.0,272.0,3.1103,143500.0
-119.17,34.2,40.0,1083.0,319.0,1843.0,349.0,2.3077,106900.0
-119.17,34.2,36.0,2028.0,523.0,2751.0,496.0,3.015,149300.0
-119.17,34.19,28.0,1444.0,508.0,2145.0,437.0,1.6964,175000.0
-119.17,34.18,38.0,3221.0,783.0,2792.0,736.0,2.9118,172400.0
-119.17,34.17,42.0,1411.0,300.0,1295.0,339.0,2.6667,164900.0
-119.17,34.17,34.0,2749.0,539.0,2330.0,559.0,4.2137,185600.0
-119.17,34.17,32.0,1567.0,304.0,1482.0,308.0,3.5867,182100.0
-119.17,34.17,25.0,1596.0,321.0,1378.0,308.0,4.0074,188000.0
-119.17,34.17,21.0,2361.0,464.0,1146.0,396.0,3.6597,195100.0
-119.17,34.16,17.0,5276.0,1020.0,4066.0,984.0,4.5828,205400.0
-119.17,34.15,18.0,2509.0,688.0,3129.0,677.0,2.6098,146100.0
-119.18,36.4,39.0,1730.0,310.0,899.0,309.0,2.6648,129200.0
-119.18,35.5,36.0,1253.0,259.0,932.0,249.0,2.1635,110400.0
-119.18,34.28,17.0,4526.0,717.0,2088.0,655.0,5.6885,268200.0
-119.18,34.26,22.0,2334.0,359.0,1298.0,363.0,5.5275,228900.0
-119.18,34.24,17.0,629.0,221.0,514.0,186.0,3.2847,112500.0
-119.18,34.23,16.0,4609.0,1220.0,2147.0,1007.0,3.375,218800.0
-119.18,34.21,46.0,2062.0,484.0,1522.0,469.0,3.087,213900.0
-119.18,34.21,30.0,1096.0,231.0,741.0,229.0,3.8625,234700.0
-119.18,34.21,29.0,4039.0,680.0,1677.0,644.0,4.3897,257600.0
-119.18,34.2,21.0,494.0,127.0,489.0,106.0,2.6964,170800.0
-119.18,34.19,5.0,384.0,131.0,410.0,149.0,1.5625,87500.0
-119.18,34.19,19.0,2393.0,729.0,1938.0,762.0,1.6953,167400.0
-119.18,34.18,31.0,2636.0,638.0,2695.0,614.0,3.2196,175800.0
-119.18,34.17,32.0,2388.0,467.0,1746.0,483.0,3.9331,187600.0
-119.18,34.16,30.0,2053.0,368.0,1496.0,391.0,3.6546,186200.0
-119.18,34.16,27.0,1832.0,415.0,1480.0,414.0,3.9643,186000.0
-119.18,34.16,12.0,460.0,101.0,405.0,103.0,5.2783,167400.0
-119.18,34.15,22.0,4769.0,1366.0,5534.0,1318.0,2.4167,192000.0
-119.19,36.34,33.0,2199.0,403.0,1245.0,394.0,2.73,96900.0
-119.19,35.96,25.0,2014.0,402.0,1160.0,362.0,1.881,52500.0
-119.19,35.64,29.0,1476.0,220.0,902.0,205.0,2.6726,83300.0
-119.19,35.41,12.0,2835.0,471.0,1399.0,413.0,4.4125,149000.0
-119.19,34.46,39.0,2056.0,381.0,939.0,371.0,6.6257,427600.0
-119.19,34.3,25.0,2197.0,320.0,934.0,330.0,6.311,283200.0
-119.19,34.28,28.0,3231.0,524.0,1665.0,540.0,4.8583,224200.0
-119.19,34.26,16.0,5018.0,853.0,2524.0,830.0,5.1752,218000.0
-119.19,34.25,12.0,232.0,37.0,79.0,35.0,4.1667,214600.0
-119.19,34.23,17.0,3889.0,748.0,2415.0,739.0,4.5,234300.0
-119.19,34.21,34.0,3413.0,693.0,2223.0,651.0,3.8239,208200.0
-119.19,34.21,28.0,4194.0,811.0,2556.0,856.0,4.2227,235400.0
-119.19,34.21,27.0,1887.0,487.0,1339.0,428.0,2.9185,224500.0
-119.19,34.2,36.0,1293.0,312.0,1128.0,335.0,2.1542,253900.0
-119.19,34.2,18.0,3620.0,852.0,3171.0,779.0,3.3409,220500.0
-119.19,34.19,35.0,2599.0,552.0,2726.0,543.0,3.2212,180500.0
-119.19,34.18,32.0,3366.0,677.0,2857.0,669.0,4.6186,181100.0
-119.19,34.17,35.0,4276.0,767.0,3295.0,708.0,4.2583,187300.0
-119.19,34.17,31.0,1872.0,434.0,1511.0,405.0,3.2314,186800.0
-119.19,34.16,35.0,2733.0,510.0,1814.0,511.0,4.4187,183400.0
-119.19,34.16,34.0,2610.0,466.0,1543.0,433.0,3.9722,189000.0
-119.19,34.15,31.0,4175.0,1004.0,3310.0,954.0,3.1989,185400.0
-119.2,36.3,32.0,1355.0,363.0,1427.0,384.0,1.3444,45600.0
-119.2,36.3,19.0,1427.0,311.0,1026.0,293.0,2.625,57000.0
-119.2,36.28,22.0,2295.0,508.0,1654.0,478.0,1.684,65900.0
-119.2,35.37,6.0,7383.0,1095.0,3415.0,1059.0,5.3119,157300.0
-119.2,34.28,22.0,2362.0,601.0,1127.0,499.0,3.4006,219400.0
-119.2,34.27,8.0,4942.0,1173.0,3012.0,1033.0,3.445,203400.0
-119.2,34.26,25.0,2203.0,367.0,1194.0,377.0,5.4087,223200.0
-119.2,34.26,13.0,3009.0,588.0,1439.0,607.0,4.1845,199500.0
-119.2,34.25,25.0,195.0,59.0,140.0,43.0,3.8889,187500.0
-119.2,34.25,18.0,3208.0,643.0,1973.0,614.0,3.8162,235000.0
-119.2,34.19,19.0,9503.0,1769.0,6370.0,1718.0,5.0016,218500.0
-119.2,34.18,27.0,1035.0,229.0,782.0,222.0,4.2212,185400.0
-119.2,34.18,22.0,6465.0,1397.0,2694.0,1370.0,2.9832,165600.0
-119.21,37.25,44.0,3042.0,697.0,335.0,115.0,4.1838,85600.0
-119.21,36.39,31.0,1465.0,303.0,1013.0,297.0,2.0363,53500.0
-119.21,36.38,18.0,2158.0,413.0,1461.0,395.0,2.0216,58000.0
-119.21,36.3,23.0,951.0,235.0,806.0,222.0,1.7734,41400.0
-119.21,36.3,18.0,1433.0,265.0,1092.0,276.0,1.9135,49400.0
-119.21,36.1,30.0,1471.0,373.0,1418.0,357.0,1.7432,42500.0
-119.21,34.31,22.0,7548.0,1038.0,2855.0,1008.0,6.729,409300.0
-119.21,34.28,27.0,2219.0,312.0,937.0,315.0,5.7601,281100.0
-119.21,34.26,31.0,224.0,88.0,326.0,88.0,2.375,55000.0
-119.21,34.26,26.0,2406.0,411.0,1313.0,391.0,4.9079,234100.0
-119.21,34.26,23.0,2887.0,540.0,1508.0,518.0,3.3452,217600.0
-119.21,34.26,10.0,3150.0,781.0,1582.0,653.0,4.2448,157300.0
-119.21,34.19,15.0,5614.0,989.0,2754.0,994.0,5.035,242900.0
-119.21,34.19,15.0,3797.0,692.0,2216.0,675.0,4.7443,229500.0
-119.21,34.18,13.0,6103.0,1319.0,2986.0,1212.0,3.9718,215200.0
-119.21,34.12,15.0,5778.0,1285.0,1722.0,829.0,4.3427,305800.0
-119.22,36.31,17.0,2079.0,459.0,2022.0,462.0,1.5464,54100.0
-119.22,35.68,16.0,2874.0,677.0,3078.0,651.0,1.8843,55200.0
-119.22,34.28,33.0,2467.0,377.0,1052.0,363.0,4.7333,257500.0
-119.22,34.28,24.0,2212.0,332.0,899.0,331.0,5.533,299700.0
-119.22,34.27,30.0,1937.0,295.0,695.0,313.0,5.0679,234300.0
-119.22,34.27,11.0,4695.0,955.0,2065.0,982.0,3.2158,223600.0
-119.22,34.26,16.0,2596.0,625.0,1403.0,562.0,3.4018,145200.0
-119.22,34.18,17.0,3332.0,762.0,1797.0,673.0,4.4292,231200.0
-119.22,34.15,32.0,3152.0,596.0,3490.0,526.0,2.725,450000.0
-119.23,36.45,36.0,1508.0,323.0,1283.0,312.0,2.1205,60000.0
-119.23,36.39,39.0,1660.0,349.0,1061.0,306.0,1.4812,53500.0
-119.23,35.79,31.0,2862.0,606.0,2467.0,600.0,2.3125,62100.0
-119.23,35.78,8.0,1612.0,343.0,1230.0,330.0,2.1806,67200.0
-119.23,35.77,36.0,3225.0,635.0,2034.0,593.0,2.4044,72500.0
-119.23,35.77,26.0,2636.0,468.0,1416.0,485.0,4.1917,84000.0
-119.23,34.46,34.0,9280.0,1765.0,4514.0,1693.0,3.2026,227600.0
-119.23,34.44,34.0,3193.0,664.0,1434.0,627.0,2.4777,260300.0
-119.23,34.42,16.0,630.0,117.0,343.0,100.0,5.75,325000.0
-119.23,34.3,18.0,1713.0,244.0,690.0,239.0,6.9483,404300.0
-119.23,34.28,24.0,4260.0,691.0,1581.0,607.0,5.5048,303600.0
-119.23,34.27,29.0,3298.0,804.0,1509.0,711.0,3.8125,244500.0
-119.23,34.27,22.0,3536.0,615.0,1650.0,612.0,4.2381,229300.0
-119.23,34.25,28.0,26.0,3.0,29.0,9.0,8.0,275000.0
-119.23,34.19,16.0,5297.0,810.0,1489.0,667.0,6.4522,500001.0
-119.23,34.15,18.0,6213.0,1188.0,2679.0,1000.0,3.748,380400.0
-119.24,36.8,17.0,2052.0,405.0,975.0,340.0,2.6902,94400.0
-119.24,35.77,28.0,1737.0,521.0,1764.0,514.0,1.7813,67800.0
-119.24,35.68,21.0,1885.0,398.0,1539.0,388.0,2.5208,58500.0
-119.24,35.67,32.0,3216.0,750.0,2639.0,709.0,2.0025,54700.0
-119.24,34.28,41.0,1280.0,240.0,608.0,252.0,4.4038,229100.0
-119.24,34.27,32.0,4071.0,888.0,1900.0,874.0,3.2792,220500.0
-119.25,36.36,16.0,3245.0,469.0,1471.0,450.0,5.8673,154800.0
-119.25,36.32,32.0,1821.0,345.0,812.0,299.0,2.75,72200.0
-119.25,36.27,23.0,1494.0,275.0,678.0,235.0,2.6875,69100.0
-119.25,36.23,24.0,2015.0,355.0,1031.0,351.0,3.4306,139200.0
-119.25,35.79,8.0,3271.0,797.0,2700.0,688.0,1.7418,62200.0
-119.25,35.78,35.0,1927.0,386.0,1371.0,414.0,2.2981,69900.0
-119.25,35.78,27.0,1513.0,342.0,1346.0,323.0,2.7411,59800.0
-119.25,35.77,35.0,1618.0,378.0,1449.0,398.0,1.6786,56500.0
-119.25,35.76,36.0,2332.0,656.0,2175.0,610.0,1.6045,57300.0
-119.25,35.75,36.0,1598.0,443.0,1658.0,417.0,1.517,52100.0
-119.25,34.3,34.0,1189.0,220.0,445.0,203.0,4.8824,396400.0
