longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-122.01,37.03,21.0,5904.0,956.0,2616.0,916.0,5.9039,355300.0
-122.01,36.99,41.0,2548.0,508.0,1290.0,488.0,3.6902,233000.0
-122.01,36.99,28.0,1321.0,240.0,652.0,239.0,4.9808,263100.0
-122.01,36.98,47.0,2403.0,517.0,1144.0,455.0,2.5954,229400.0
-122.01,36.98,47.0,1250.0,249.0,607.0,234.0,4.0417,265300.0
-122.01,36.97,52.0,920.0,202.0,525.0,264.0,2.9444,232800.0
-122.01,36.97,35.0,1605.0,392.0,743.0,382.0,2.5368,240000.0
-122.01,36.95,52.0,1217.0,325.0,508.0,237.0,2.0547,326700.0
-122.01,36.91,19.0,691.0,191.0,324.0,167.0,3.1312,388500.0
-122.02,38.38,16.0,808.0,137.0,371.0,145.0,6.0767,216400.0
-122.02,38.37,16.0,2495.0,331.0,1118.0,338.0,6.4894,198000.0
-122.02,38.27,20.0,2237.0,464.0,1169.0,425.0,3.2115,99100.0
-122.02,38.26,8.0,2894.0,602.0,1566.0,572.0,3.6335,131600.0
-122.02,38.26,27.0,3440.0,787.0,2085.0,748.0,2.5896,104700.0
-122.02,38.25,10.0,2237.0,454.0,1255.0,429.0,3.1176,126500.0
-122.02,38.02,44.0,1465.0,247.0,817.0,237.0,4.8693,156900.0
-122.02,38.0,28.0,2965.0,533.0,1591.0,472.0,4.6375,178200.0
-122.02,37.99,37.0,2247.0,416.0,1237.0,397.0,4.45,161900.0
-122.02,37.98,40.0,1797.0,401.0,756.0,369.0,2.8456,165500.0
-122.02,37.98,37.0,1474.0,343.0,782.0,331.0,3.4187,161700.0
-122.02,37.97,36.0,2342.0,436.0,1191.0,416.0,4.0,171000.0
-122.02,37.95,25.0,1205.0,260.0,608.0,272.0,2.4519,208300.0
-122.02,37.95,22.0,3526.0,510.0,1660.0,508.0,5.6642,237000.0
-122.02,37.94,23.0,3516.0,661.0,1465.0,623.0,4.2569,213100.0
-122.02,37.94,19.0,3192.0,612.0,1317.0,594.0,4.125,267100.0
-122.02,37.92,26.0,5077.0,640.0,1872.0,636.0,7.4713,351200.0
-122.02,37.89,29.0,6349.0,858.0,2450.0,778.0,7.5,356200.0
-122.02,37.88,16.0,3031.0,438.0,1087.0,421.0,7.3732,287300.0
-122.02,37.87,14.0,3056.0,369.0,1209.0,377.0,8.4352,441400.0
-122.02,37.84,34.0,1879.0,265.0,729.0,263.0,7.7072,443800.0
-122.02,37.8,11.0,6200.0,907.0,2286.0,896.0,7.6518,359300.0
-122.02,37.63,6.0,2445.0,590.0,1189.0,573.0,3.8958,301100.0
-122.02,37.6,36.0,1633.0,345.0,1382.0,338.0,3.694,159600.0
-122.02,37.6,32.0,1295.0,280.0,1156.0,300.0,3.5,154300.0
-122.02,37.6,31.0,2155.0,522.0,1858.0,437.0,2.652,159800.0
-122.02,37.58,15.0,3052.0,760.0,2097.0,728.0,3.3617,178100.0
-122.02,37.56,35.0,1716.0,312.0,914.0,316.0,5.5737,214500.0
-122.02,37.56,23.0,4332.0,857.0,2461.0,829.0,4.3594,223400.0
-122.02,37.4,33.0,2015.0,484.0,1285.0,419.0,4.0655,226800.0
-122.02,37.39,35.0,2297.0,497.0,1428.0,497.0,4.7431,239700.0
-122.02,37.38,43.0,1261.0,317.0,836.0,333.0,4.0911,224600.0
-122.02,37.38,32.0,1889.0,487.0,1321.0,508.0,3.2574,254400.0
-122.02,37.37,8.0,5686.0,1489.0,3250.0,1329.0,4.2782,327700.0
-122.02,37.36,25.0,2074.0,387.0,1273.0,383.0,4.7609,378000.0
-122.02,37.36,24.0,1709.0,437.0,892.0,408.0,4.9671,335200.0
-122.02,37.36,21.0,2471.0,677.0,1486.0,689.0,3.9038,243800.0
-122.02,37.35,26.0,2785.0,418.0,1221.0,422.0,8.1078,365700.0
-122.02,37.35,22.0,3219.0,756.0,1479.0,667.0,4.1473,354400.0
-122.02,37.35,18.0,1221.0,255.0,507.0,271.0,5.3679,228400.0
-122.02,37.34,30.0,1036.0,151.0,467.0,156.0,6.448,360600.0
-122.02,37.34,28.0,2488.0,396.0,1190.0,410.0,5.7881,344700.0
-122.02,37.34,26.0,1992.0,328.0,980.0,342.0,6.2475,350000.0
-122.02,37.31,35.0,2355.0,384.0,1248.0,378.0,5.9714,332500.0
-122.02,37.31,33.0,2563.0,434.0,1230.0,418.0,6.3197,340100.0
-122.02,37.3,32.0,2134.0,328.0,903.0,322.0,6.359,341900.0
-122.02,37.3,26.0,1983.0,301.0,924.0,297.0,6.7123,354600.0
-122.02,37.29,25.0,3845.0,492.0,1461.0,475.0,10.3979,500001.0
-122.02,37.29,18.0,2550.0,312.0,999.0,320.0,8.7939,500001.0
-122.02,37.28,25.0,3437.0,428.0,1198.0,411.0,9.3464,500001.0
-122.02,37.26,34.0,1764.0,243.0,692.0,223.0,8.0331,500001.0
-122.02,37.26,24.0,2411.0,299.0,847.0,299.0,10.2666,500001.0
-122.02,37.24,28.0,2796.0,365.0,1085.0,363.0,10.6834,500001.0
-122.02,37.11,36.0,2066.0,401.0,942.0,344.0,5.2417,196400.0
-122.02,37.09,35.0,1818.0,368.0,682.0,254.0,4.8611,240000.0
-122.02,36.99,30.0,2156.0,487.0,1023.0,458.0,2.7875,245000.0
-122.02,36.98,44.0,1153.0,238.0,657.0,219.0,3.2368,212500.0
-122.02,36.98,35.0,1053.0,263.0,552.0,237.0,2.7125,217500.0
-122.02,36.98,21.0,607.0,155.0,226.0,136.0,1.9063,166700.0
-122.02,36.97,29.0,2568.0,747.0,1743.0,659.0,1.9286,195300.0
-122.02,36.96,52.0,775.0,305.0,1054.0,305.0,2.0172,112500.0
-122.03,38.69,23.0,1796.0,380.0,939.0,330.0,2.7955,96300.0
-122.03,38.3,5.0,1569.0,199.0,713.0,209.0,6.6779,223900.0
-122.03,38.28,15.0,5114.0,833.0,2418.0,778.0,4.4882,144000.0
-122.03,38.27,24.0,3580.0,735.0,1959.0,731.0,2.7284,118500.0
-122.03,38.26,25.0,4617.0,1046.0,2685.0,1011.0,2.9576,108500.0
-122.03,38.25,35.0,1940.0,384.0,1177.0,403.0,3.1389,101100.0
-122.03,38.25,13.0,3334.0,541.0,1923.0,538.0,4.0905,134800.0
-122.03,38.24,16.0,1104.0,164.0,495.0,156.0,5.4074,157700.0
-122.03,38.0,25.0,3577.0,581.0,1753.0,593.0,5.7295,178300.0
-122.03,37.99,37.0,1755.0,327.0,882.0,350.0,4.59,166600.0
-122.03,37.99,35.0,3103.0,537.0,1614.0,566.0,4.9022,169300.0
-122.03,37.98,45.0,2842.0,567.0,1261.0,535.0,3.6042,138200.0
-122.03,37.98,44.0,1254.0,252.0,498.0,217.0,3.4531,148900.0
-122.03,37.98,16.0,1209.0,477.0,627.0,482.0,1.3894,156300.0
-122.03,37.97,45.0,1613.0,338.0,865.0,336.0,3.25,151100.0
-122.03,37.97,20.0,3968.0,931.0,2629.0,903.0,2.9915,166700.0
-122.03,37.96,20.0,2636.0,691.0,1142.0,627.0,2.1083,162500.0
-122.03,37.95,32.0,1955.0,313.0,804.0,317.0,4.9485,202300.0
-122.03,37.95,14.0,3287.0,793.0,1601.0,716.0,3.1719,220500.0
-122.03,37.94,21.0,5541.0,776.0,2214.0,737.0,5.5777,279300.0
-122.03,37.93,21.0,4712.0,624.0,1773.0,615.0,6.0918,344800.0
-122.03,37.92,23.0,3318.0,408.0,1124.0,393.0,6.5847,358800.0
-122.03,37.87,21.0,3521.0,447.0,1396.0,467.0,8.2673,358700.0
-122.03,37.86,29.0,3025.0,477.0,1035.0,452.0,6.112,390600.0
-122.03,37.86,25.0,3004.0,393.0,1145.0,376.0,7.2655,494000.0
-122.03,37.69,20.0,200.0,25.0,83.0,31.0,6.5,340000.0
-122.03,37.62,35.0,2072.0,352.0,1001.0,350.0,4.7109,198700.0
-122.03,37.62,35.0,1298.0,236.0,632.0,204.0,3.8929,209500.0
-122.03,37.62,32.0,2964.0,547.0,1472.0,527.0,4.2468,221200.0
-122.03,37.61,37.0,1383.0,259.0,808.0,241.0,4.0125,161400.0
-122.03,37.61,36.0,1409.0,271.0,1002.0,281.0,3.7262,164900.0
-122.03,37.59,16.0,4371.0,889.0,2530.0,817.0,4.6786,256000.0
-122.03,37.56,31.0,4981.0,964.0,2841.0,924.0,4.8962,220200.0
-122.03,37.56,24.0,8444.0,1492.0,4446.0,1491.0,4.6978,240300.0
-122.03,37.55,26.0,3087.0,532.0,1597.0,483.0,4.9118,217300.0
-122.03,37.55,22.0,9167.0,1373.0,4319.0,1404.0,6.992,284800.0
-122.03,37.54,6.0,2918.0,672.0,1911.0,639.0,4.1406,178200.0
-122.03,37.54,35.0,1867.0,343.0,1213.0,338.0,4.8214,186000.0
-122.03,37.54,16.0,4458.0,856.0,3038.0,870.0,5.0739,208000.0
-122.03,37.53,18.0,1746.0,437.0,1268.0,404.0,3.256,183300.0
-122.03,37.39,34.0,2600.0,650.0,1994.0,650.0,4.0223,250200.0
-122.03,37.38,21.0,2667.0,798.0,1433.0,727.0,3.8732,252400.0
-122.03,37.37,9.0,2966.0,770.0,1430.0,740.0,3.0047,256000.0
-122.03,37.37,41.0,2123.0,425.0,1032.0,435.0,4.6957,284800.0
-122.03,37.37,30.0,1269.0,290.0,556.0,266.0,3.8125,325000.0
-122.03,37.37,16.0,3402.0,1193.0,1479.0,1043.0,3.5861,500001.0
-122.03,37.36,28.0,2490.0,345.0,948.0,361.0,6.4913,411900.0
-122.03,37.36,16.0,2697.0,803.0,1369.0,723.0,4.4699,367400.0
-122.03,37.35,25.0,3095.0,514.0,1251.0,507.0,5.5388,352100.0
-122.03,37.35,19.0,3811.0,1227.0,1930.0,1153.0,3.5154,311400.0
-122.03,37.34,25.0,5404.0,906.0,2338.0,883.0,6.0577,451800.0
-122.03,37.34,17.0,1165.0,278.0,598.0,287.0,4.0129,342400.0
-122.03,37.34,16.0,1755.0,410.0,674.0,410.0,5.1602,231200.0
-122.03,37.32,15.0,5132.0,1059.0,2156.0,982.0,5.6511,404800.0
-122.03,37.31,25.0,2131.0,410.0,1132.0,395.0,5.3508,409100.0
-122.03,37.3,30.0,3007.0,554.0,1551.0,616.0,5.8521,326300.0
-122.03,37.3,22.0,3583.0,758.0,1792.0,695.0,5.4842,335300.0
-122.03,37.29,22.0,3118.0,438.0,1147.0,425.0,10.3653,500001.0
-122.03,37.28,29.0,3752.0,468.0,1320.0,471.0,9.8937,500001.0
-122.03,37.27,32.0,4350.0,645.0,1551.0,609.0,7.8279,500001.0
-122.03,37.25,34.0,2892.0,413.0,903.0,365.0,7.8711,500001.0
-122.03,37.05,12.0,2010.0,422.0,784.0,407.0,3.9728,190900.0
-122.03,37.03,21.0,4650.0,733.0,2014.0,704.0,5.6233,322000.0
-122.03,37.0,30.0,2077.0,342.0,816.0,328.0,5.2078,440500.0
-122.03,36.98,37.0,2817.0,716.0,1341.0,662.0,2.1553,255400.0
-122.03,36.97,52.0,403.0,72.0,200.0,73.0,1.6923,262500.0
-122.03,36.97,51.0,924.0,232.0,488.0,228.0,2.1964,234400.0
-122.03,36.97,36.0,337.0,69.0,223.0,68.0,3.2404,225000.0
-122.03,36.96,28.0,1607.0,421.0,926.0,385.0,2.425,216100.0
-122.03,36.96,18.0,2677.0,785.0,1391.0,656.0,2.5067,232600.0
-122.04,39.72,23.0,2502.0,481.0,1443.0,455.0,2.5625,70000.0
-122.04,39.22,27.0,1446.0,295.0,670.0,281.0,3.2625,92800.0
-122.04,38.68,26.0,1113.0,222.0,689.0,234.0,3.0486,83600.0
-122.04,38.28,25.0,3304.0,493.0,1464.0,488.0,5.2527,130600.0
-122.04,38.27,16.0,8517.0,1910.0,4508.0,1837.0,3.1853,129600.0
-122.04,38.26,34.0,3082.0,702.0,1795.0,703.0,2.7885,105900.0
-122.04,38.25,52.0,582.0,131.0,241.0,106.0,2.4,125000.0
-122.04,38.25,38.0,1214.0,244.0,632.0,254.0,2.8438,94200.0
-122.04,38.25,37.0,1176.0,291.0,648.0,271.0,2.7167,92200.0
-122.04,38.25,32.0,1203.0,287.0,571.0,255.0,3.0938,110400.0
-122.04,38.24,30.0,2081.0,456.0,1005.0,438.0,1.9954,92900.0
-122.04,38.24,22.0,2761.0,757.0,2612.0,641.0,1.6875,87500.0
-122.04,38.0,16.0,3077.0,733.0,1447.0,709.0,3.2484,91100.0
-122.04,37.99,38.0,2675.0,541.0,1378.0,480.0,3.8897,139900.0
-122.04,37.99,36.0,2765.0,495.0,1478.0,441.0,4.125,136200.0
-122.04,37.99,32.0,1504.0,279.0,749.0,267.0,3.2,134500.0
-122.04,37.97,26.0,2470.0,626.0,1174.0,573.0,2.9861,160900.0
-122.04,37.96,27.0,2587.0,729.0,1500.0,623.0,1.837,175000.0
-122.04,37.96,20.0,1143.0,346.0,578.0,298.0,2.2411,151800.0
-122.04,37.96,16.0,2913.0,723.0,1705.0,693.0,2.9097,106300.0
-122.04,37.95,33.0,1653.0,334.0,814.0,328.0,3.1406,163100.0
-122.04,37.95,29.0,866.0,138.0,341.0,133.0,4.7188,197100.0
-122.04,37.94,24.0,5732.0,873.0,2444.0,888.0,5.6292,231400.0
-122.04,37.9,20.0,5467.0,1044.0,2310.0,963.0,5.6986,275800.0
-122.04,37.89,33.0,2423.0,322.0,998.0,346.0,7.5349,349100.0
-122.04,37.67,29.0,1694.0,251.0,690.0,242.0,6.0501,254200.0
-122.04,37.67,18.0,3000.0,419.0,1155.0,415.0,6.8233,332600.0
-122.04,37.66,23.0,2419.0,348.0,1066.0,384.0,6.3501,350000.0
-122.04,37.66,10.0,2031.0,357.0,867.0,352.0,5.3169,299200.0
-122.04,37.63,33.0,952.0,172.0,369.0,159.0,3.2331,226700.0
-122.04,37.63,21.0,1307.0,236.0,586.0,249.0,4.7813,241900.0
-122.04,37.62,35.0,899.0,179.0,455.0,185.0,4.2857,190400.0
-122.04,37.62,35.0,657.0,118.0,328.0,134.0,3.8125,204200.0
-122.04,37.62,32.0,1540.0,324.0,793.0,302.0,3.2857,193200.0
-122.04,37.6,17.0,3314.0,638.0,1873.0,602.0,4.3875,238500.0
-122.04,37.59,14.0,1727.0,302.0,1116.0,273.0,5.3428,243600.0
-122.04,37.58,14.0,14917.0,2708.0,8012.0,2606.0,5.6277,269800.0
-122.04,37.55,23.0,3170.0,532.0,1446.0,515.0,4.4357,291700.0
-122.04,37.54,26.0,2145.0,369.0,1285.0,377.0,4.9464,223800.0
-122.04,37.53,34.0,2316.0,478.0,1524.0,467.0,3.7364,190400.0
-122.04,37.53,25.0,4458.0,922.0,2998.0,890.0,3.9667,218500.0
-122.04,37.5,17.0,407.0,97.0,307.0,100.0,3.1696,156300.0
-122.04,37.38,38.0,2850.0,550.0,1518.0,514.0,4.2028,273600.0
-122.04,37.37,42.0,1125.0,273.0,616.0,258.0,3.6765,252800.0
-122.04,37.37,33.0,2757.0,489.0,1201.0,481.0,5.0453,311600.0
-122.04,37.37,23.0,5135.0,911.0,2351.0,863.0,5.2319,430100.0
-122.04,37.35,28.0,3250.0,485.0,1328.0,473.0,7.4729,431600.0
-122.04,37.35,28.0,1582.0,264.0,696.0,270.0,5.678,370100.0
-122.04,37.34,28.0,3081.0,460.0,1260.0,461.0,7.5372,432600.0
-122.04,37.34,25.0,1994.0,287.0,704.0,283.0,7.7799,447300.0
-122.04,37.34,23.0,2590.0,725.0,1795.0,680.0,3.16,225000.0
-122.04,37.34,20.0,4475.0,1048.0,2271.0,1021.0,4.8836,396200.0
-122.04,37.34,19.0,3694.0,1036.0,2496.0,986.0,3.6991,271500.0
-122.04,37.33,26.0,2690.0,401.0,1264.0,429.0,7.7643,474700.0
-122.04,37.32,27.0,2826.0,451.0,1259.0,439.0,5.7528,431400.0
-122.04,37.31,29.0,2476.0,434.0,1217.0,416.0,6.2045,393800.0
-122.04,37.31,24.0,3388.0,633.0,1627.0,585.0,5.154,355100.0
-122.04,37.3,25.0,3807.0,600.0,1678.0,600.0,6.6818,411300.0
-122.04,37.3,25.0,2366.0,417.0,1076.0,398.0,6.9238,345900.0
-122.04,37.29,19.0,3625.0,432.0,1252.0,409.0,12.2145,500001.0
-122.04,37.26,24.0,4973.0,709.0,1692.0,696.0,7.8627,500001.0
-122.04,37.24,24.0,1521.0,209.0,539.0,192.0,11.1557,500001.0
-122.04,37.08,20.0,467.0,95.0,229.0,86.0,4.8,261500.0
-122.04,37.04,17.0,4977.0,994.0,1987.0,947.0,3.8854,312300.0
-122.04,36.98,33.0,797.0,125.0,385.0,133.0,6.7974,367600.0
-122.04,36.97,52.0,1901.0,335.0,955.0,301.0,3.8259,253100.0
-122.04,36.97,49.0,792.0,136.0,331.0,137.0,5.2128,238600.0
-122.04,36.97,45.0,1302.0,245.0,621.0,258.0,5.1806,266400.0
-122.04,36.97,40.0,1193.0,227.0,570.0,204.0,4.4659,237500.0
-122.04,36.97,30.0,2695.0,424.0,1098.0,420.0,5.3972,362300.0
-122.04,36.96,44.0,1294.0,269.0,645.0,259.0,3.2437,223900.0
-122.04,36.96,42.0,538.0,107.0,200.0,104.0,2.1667,196400.0
-122.04,36.96,42.0,1149.0,264.0,703.0,232.0,2.5865,206400.0
-122.04,36.96,32.0,1438.0,306.0,802.0,293.0,4.1964,202000.0
-122.04,36.95,36.0,1862.0,364.0,1080.0,364.0,4.4567,263800.0
-122.04,36.95,27.0,1987.0,374.0,961.0,343.0,3.9667,265800.0
-122.05,39.34,44.0,1064.0,230.0,494.0,175.0,2.875,61500.0
-122.05,38.56,20.0,1005.0,168.0,457.0,157.0,5.679,225000.0
-122.05,38.26,32.0,1070.0,199.0,631.0,195.0,2.6827,98900.0
-122.05,38.25,39.0,199.0,36.0,101.0,38.0,6.2299,105400.0
-122.05,38.25,37.0,1336.0,251.0,680.0,231.0,3.815,99000.0
-122.05,38.0,36.0,2476.0,472.0,1213.0,393.0,3.7333,136400.0
-122.05,38.0,16.0,1085.0,217.0,356.0,232.0,2.3462,75000.0
-122.05,37.97,16.0,60.0,10.0,65.0,19.0,6.1359,250000.0
-122.05,37.96,35.0,2190.0,384.0,1154.0,401.0,3.8456,159800.0
-122.05,37.95,34.0,1408.0,277.0,738.0,269.0,4.175,169400.0
-122.05,37.95,27.0,3513.0,791.0,1875.0,694.0,3.1838,182000.0
-122.05,37.95,22.0,5175.0,1213.0,2804.0,1091.0,2.85,144600.0
-122.05,37.95,20.0,563.0,107.0,246.0,123.0,5.4482,190800.0
-122.05,37.94,22.0,4162.0,1194.0,1804.0,1185.0,2.5459,179300.0
-122.05,37.94,22.0,2105.0,354.0,993.0,365.0,4.6602,227800.0
-122.05,37.93,5.0,4274.0,1153.0,1503.0,881.0,4.0473,266500.0
-122.05,37.92,14.0,12713.0,2558.0,4741.0,2412.0,4.7094,234700.0
-122.05,37.9,32.0,4498.0,862.0,1818.0,851.0,4.8088,321200.0
-122.05,37.9,32.0,2676.0,484.0,986.0,473.0,4.6528,335700.0
-122.05,37.9,24.0,4125.0,1020.0,1699.0,873.0,2.9526,271000.0
-122.05,37.89,37.0,1677.0,269.0,689.0,283.0,4.2625,310600.0
-122.05,37.87,30.0,2296.0,329.0,847.0,322.0,6.7192,397500.0
-122.05,37.68,32.0,2015.0,318.0,1019.0,340.0,6.1104,240700.0
-122.05,37.68,23.0,7518.0,1279.0,3827.0,1294.0,5.1701,216800.0
-122.05,37.61,16.0,1642.0,346.0,705.0,351.0,2.8971,163900.0
-122.05,37.59,15.0,6243.0,1273.0,3163.0,1274.0,3.7462,212500.0
-122.05,37.57,7.0,10648.0,1818.0,6075.0,1797.0,6.1047,278200.0
-122.05,37.55,23.0,4247.0,835.0,2357.0,823.0,5.1321,211300.0
-122.05,37.54,25.0,4209.0,731.0,2568.0,703.0,5.2882,223100.0
-122.05,37.39,25.0,347.0,82.0,148.0,77.0,4.4531,350000.0
-122.05,37.38,29.0,1875.0,340.0,816.0,350.0,5.4351,336500.0
-122.05,37.38,23.0,3200.0,907.0,2029.0,866.0,3.5649,450000.0
-122.05,37.37,35.0,1365.0,256.0,662.0,262.0,5.6533,291400.0
-122.05,37.37,27.0,2687.0,768.0,1362.0,725.0,3.4028,324200.0
-122.05,37.36,29.0,1733.0,255.0,679.0,278.0,7.5337,406800.0
-122.05,37.36,27.0,2621.0,513.0,1063.0,523.0,3.9848,409700.0
-122.05,37.35,34.0,2494.0,375.0,1399.0,382.0,7.3753,388100.0
-122.05,37.34,34.0,2515.0,401.0,1079.0,399.0,7.7865,423900.0
-122.05,37.34,31.0,1443.0,215.0,627.0,222.0,6.6087,416500.0
-122.05,37.33,21.0,2052.0,346.0,933.0,351.0,5.3167,416300.0
-122.05,37.33,17.0,3674.0,824.0,1364.0,694.0,6.3131,436400.0
-122.05,37.31,25.0,4111.0,538.0,1585.0,568.0,9.2298,500001.0
-122.05,37.11,39.0,1065.0,248.0,497.0,208.0,4.5972,146300.0
-122.05,36.97,20.0,2428.0,473.0,1145.0,454.0,3.6797,263800.0
-122.05,36.97,16.0,3363.0,611.0,1603.0,556.0,4.2542,294100.0
-122.05,36.96,30.0,971.0,185.0,644.0,173.0,4.2045,226500.0
-122.05,36.87,18.0,2232.0,440.0,1091.0,458.0,3.8269,276000.0
-122.06,40.55,17.0,3057.0,577.0,1497.0,556.0,3.5189,101000.0
-122.06,40.02,32.0,1435.0,277.0,690.0,254.0,2.3043,68400.0
-122.06,38.27,14.0,6920.0,996.0,3196.0,978.0,5.0672,171300.0
-122.06,38.26,36.0,1248.0,221.0,672.0,222.0,3.3839,105900.0
-122.06,38.25,36.0,1818.0,323.0,953.0,298.0,3.3153,99000.0
-122.06,38.25,34.0,1562.0,289.0,898.0,307.0,3.3598,107200.0
-122.06,37.99,17.0,1319.0,316.0,384.0,269.0,1.8229,137500.0
-122.06,37.99,16.0,2445.0,469.0,721.0,474.0,2.8043,87500.0
-122.06,37.96,37.0,1784.0,313.0,788.0,304.0,4.2917,189600.0
-122.06,37.96,10.0,7136.0,1691.0,2959.0,1507.0,3.9816,182000.0
-122.06,37.95,36.0,2213.0,386.0,950.0,370.0,4.7386,186400.0
-122.06,37.94,19.0,4005.0,972.0,1896.0,893.0,2.5268,235700.0
-122.06,37.91,15.0,5393.0,1422.0,2133.0,1288.0,4.1612,232800.0
-122.06,37.9,25.0,5869.0,1685.0,2669.0,1554.0,2.6998,216100.0
-122.06,37.89,21.0,4985.0,1590.0,2575.0,1458.0,3.1002,114300.0
-122.06,37.88,34.0,4781.0,703.0,1879.0,714.0,6.5378,340900.0
-122.06,37.85,17.0,7475.0,1556.0,2092.0,1449.0,3.6437,186500.0
-122.06,37.77,12.0,14316.0,2045.0,5781.0,2007.0,7.2634,341600.0
-122.06,37.73,5.0,3596.0,467.0,1738.0,512.0,7.0568,412500.0
